nameWell,comments
NO 15/9-19 S,CIRCULATED WHILE WORKING PIPE FROM 2967M TO 2941M. RECORDED CUTTINGS RETURNS.
NO 15/9-19 S,"CIRCULATED HOLE AND RAISED MUDWEIGHT TO 1,55 SG."
NO 15/9-19 S,CIRCULATED HOLE WHILE RECORDING CUTTINGS RETURNS OVER SHAKER. WORKED PIPE BETWEEN 2967M AND 2941M WHILE CIRCULATING.
NO 15/9-19 S,"BACKREAMED FROM 2941M TO 2913M AT 2700LPM, 150 RPM. TDS STALLED OUT AT 2917M.  WORKED PIPE DUE TO TIGHT HOLE."
NO 15/9-19 S,CONTINUED BACKREAMING TO 2910M.  WORKED PIPE DUE TO TIGHT HOLE.
NO 15/9-19 S,CIRCULATED BOTTOMS UP WHILE WORKING PIPE BETWEEN 2939M AND 2910M.
NO 15/9-19 S,CONTINUED BACKREAMING FROM 2910M TO 2850M.  WORKED PIPE DUE TO TIGHT HOLE.  TDS STALLED OUT AT 2899M. CIRCULATED 15 MINUTES ON CONNECTION.
NO 15/9-19 S,BACKREAMED FROM 2850M TO 2837M. WORKED PIPE DUE TO TIGHT HOLE.
NO 15/9-19 S,CIRCULATED BOTTOMS UP DUE TO HIGH AMOUNT OF CUTTINGS OVER SHAKERS.
NO 15/9-19 S,BACKREAMED FROM 2837M TO 2730M.  WORKED PIPE DUE TO TIGHT HOLE.
NO 15/9-19 S,CIRCULATED BOTTOMS UP.
NO 15/9-19 S,BACKREAMED FROM 2730M TO 2715M. WORKED PIPE DUE TO TIGHT HOLE.
NO 15/9-19 S,CONTINUED BACKREAMING FROM 2715M TO 2608M.  CIRCULATED 20 TO 15 MINS. ON EACH CONNECTION.  WORKED PIPE IN TIGHT SECTIONS. TIGHT HOLE TO 2701M.  TIGHT SPOTS TO 2608M.
NO 15/9-19 S,BACKREAMED FROM 2608M TO 2320M. MAX TOURQUE 14000 NM.
NO 15/9-19 S,CIRCULATED HOLE AND STARTED INCREASING MUD WEIGHT TO 1.60 S.G.
NO 15/9-19 S,BACKREAMED FROM 2320M TO 1661M. MAX TORQUE 14000 NM.
NO 15/9-19 S,BACKREAMED FROM 1661M TO 1590M. MAX TORQUE 10000 NM. LARGE AMOUNTS OF CUTTINGS STARTED COMMING OVER THE SHAKERS AND A SLIGHT PRESSURE INCREASE WAS OBSERVED.
NO 15/9-19 S,CIRCULATED HOLE UNTIL CUTTINGS LEVEL CAME DOWN AND NO PRESSURE INCREASE WAS OBSERVED WHILE PULLING THE STAND OUT.
NO 15/9-19 S,BACKREAMED FROM 1590M TO 1475M. MAX TORQUE 10000 NM.
NO 15/9-19 S,BACKREAMED FROM 1475M TO 1440M.
NO 15/9-19 S,"RIH TO 1615M, NO TIGHT SPOTS. POOH TO 1445M."
NO 15/9-19 S,BACKREAMED FROM 1445M TO 950M.
NO 15/9-19 S,"SLUGED PIPE. POOH. LAID DOWN 12 1/4"" BOTTOM HOLE ASSEMBLY."
NO 15/9-19 S,CLEANED ESTER MUD ON RIG FLOOR.
NO 15/9-19 S,MADE UP NEW BHA AND RAN IN HOLE TO 840M.
NO 15/9-19 S,CONTINUED RUNNING IN HOLE FROM 840M TO 2740M. WASHED PAST SPOT AT 2650M.
NO 15/9-19 S,WASHED DOWN FROM 2740M TO 2780M. CONTINUED RIH FROM 2780M TO 2903M. WASHED PAST SPOT AT 2825M.
NO 15/9-19 S,CONTINUED RIH FROM 2903M TO 2965M.
NO 15/9-19 S,REAMED/WASHED FROM 2965M TO 3018M. TIGHT SPOT AT 2965M.
NO 15/9-19 S,"DRILLED/SURVEYED 12 1/4"" HOLE FROM 3018M TO 3043M."
NO 15/9-19 S,"DRILLED 12 1/4"" HOLE FROM 3043M TO 3050M WITH LIMITED PENETRATION- RATE. VARIED DRILLING PARAMETRES WITHOUT ANY APPARENT GAIN."
NO 15/9-19 S,BACKREAMED FROM 3050M TO 2778M. MAX TORQUE 15000 NM. RPM 140. PUMP PRESSURE 200 BAR AT 128 SPM.
NO 15/9-19 S,CONTINUED BACKREAMING FROM 2778M TO 2691M. MAX TORQUE 15000 NM. RPM 140. PUMP PRESSURE 200 BAR AT 128 SPM.
NO 15/9-19 S,CONTINUED BACKREAMING FROM 2691M TO 2130M. MAX TORQUE 15000 NM. RPM 140. PUMP PRESSURE 180 BAR AT 128 SPM.
NO 15/9-19 S,CONTINUED BACKREAMING FROM 2130M TO 1069M. WORKING TIGHT SPOTS AT 1972M AND 1685M.
NO 15/9-19 S,"POOH, CHANGED BIT AND MWD PRS-SUB."
NO 15/9-19 S,"RECHECK ALIGMENT BETWEEN MUDMOTOR AND MWD TOOL, THIS DUE TO A DIFFERENCE OF 30 DEG. BETWEEN BHA NO.11 AND BHA NO.12. THE SAME TOOL WAS USED IN BOTH BHA'S."
NO 15/9-19 S,RIH TO 1480M BREAKING CIRCULATION EVERY 500M.
NO 15/9-19 S,SLIPPED AND CUT DRILLINE. SERVICED TOP DRIVE.
NO 15/9-19 S,TOOK PRESSURE READINGS FOR HYDRAULIC CALCULATIONS.
NO 15/9-19 S,CONTINUED RIH FROM 1480M TO 2983M BREAKING CIRCULATION EVERY 500M.
NO 15/9-19 S,WASHED/REAMED FROM 2983M TO 3050M. TIGHT SPOT AT 2925M.
NO 15/9-19 S,"ATTEMPTED TO GET SURVEY, NEG. (TO MUCH NOISE FROM SYSTEM)"
NO 15/9-19 S,"DRILLED 12 1/4"" HOLE FROM 3050M TO 3052M WITH LIMITED PENETRATION- RATE. VARIED ALL DRILLING PARAMETERS WITH NO APPARENT GAIN."
NO 15/9-19 S,POOH. WORKED TIGHT SPOT AT 2993M. FLOWCHECKED AT SHOE-NEG.
NO 15/9-19 S,LAID DOWN MUD MOTOR.
NO 15/9-19 S,MADE UP BOP TEST-TOOL. RIH AND TEST BOP TO 20 BAR / 200 BAR. POOH WITH TEST TOOL.
NO 15/9-19 S,MADE UP NEW BIT AND MUD MOTOR. RIH TO 37M. TESTED MUD MOTOR AND MWD.
NO 15/9-19 S,CONTINUED RIH FROM 37M TO 2207M. BROKE CIRCULATION EVERY 500M.
NO 15/9-19 S,CONTINUED RIH FROM 2207M TO 2956M.
NO 15/9-19 S,REAMED DOWN FROM 2956M TO 3050M.
NO 15/9-19 S,"DRILLED 12 1/4"" HOLE FROM 3050M TO 3082M. FLOW CHECKED DRILLING BRAKE AT 3063M - NEG."
NO 15/9-19 S,"DRILLED/STEARED 12 1/4"" HOLE FROM 3082M TO 3099M. HAD PROBLEMS RECIEVING TOOL PHASE READINGS, AND STALLING OF BIT. PROBLEM TIME 70 MIN."
NO 15/9-19 S,REAMED ONE STAND FOR GAMMA RAY LOG. USED 20 MIN TO OBTAIN SURVEY AT 3084M. TO IDENTIFY BOTTOM SAND.
NO 15/9-19 S,"DRILLED/STEARED 12 1/4"" HOLE FROM 3099M TO 3137M. LOST 20 MIN TRYING TO ESTABLISH TOOL PHASE."
NO 15/9-19 S,UNABLE TO OBTAIN TOOL PHASE FOR STEARING. MUD PUMP NO 1 DOWN. TO MUCH NOISE IN SYSTEM TO OBTAIN READABLE SIGNAL FROM MWD.
NO 15/9-19 S,PULLED UP TO 2990M TO CIRCULATE BOTTOMS UP. WORKED PAST SPOT AT 3050M. STARTED CIRCULATING HOLE CLEAN.  0.5KG INCREASING TO 11KG CUTTINGS PER 15 SECONDS.
NO 15/9-19 S,"CONTINUED CIRCULATING HOLE CLEAN AT 2990M. MAX AMOUNT OF CUTTINGS OVER SHAKER 19KG PER 15 SECONDS. STOPPED WHEN LEVEL CAME DOWN TO 4,9 KG. CIRCULATED WITH 144 SPM ON DP, 50 SPM ON RISER AND 160 RPM. ESTIMATED AMOUNTS OF CUTTINGS CIRCULATED OUT 10M3."
NO 15/9-19 S,POOH FROM 2990M TO 2738M. TIGHT SPOT AT 2982M.
NO 15/9-19 S,CONTINUED PULLING UP FROM 2738M TO 2500M.
NO 15/9-19 S,RAN BACK IN HOLE TO TD AT 3137M.
NO 15/9-19 S,"DRILLED 12 1/4"" HOLE FROM 3137M TO 3141M."
NO 15/9-19 S,ATTEMPTED TO GET SURVEY NEG. MWD TOOL FAILURE.
NO 15/9-19 S,POOH TO CHANGE MWD TOOL.
NO 15/9-19 S,CLEANED ESTER MUD ON RIG FLOOR AND UNDER ROTARY.
NO 15/9-19 S,PICKED UP NEW MWD AND PRS-SUB AND RIH TO 1343M.
NO 15/9-19 S,PICKED UP HANG-OFF STAND AND PREPARED TO HANG OFF DUE TO WEATHER CONDITIONS.
NO 15/9-19 S,HUNG OFF DRILL STRING IN WELLHEAD AND RETRIEVED HANG OFF STRING.
NO 15/9-19 S,DISPLACED RISER TO SEA WATER.
NO 15/9-19 S,W.O.W.  SEE REMARKS FOR DETAILS.
NO 15/9-19 S,"W.O.W, SEE REMARKS FOR DETAILS."
NO 15/9-19 S,POSITIONED RIG BACK OVER TEMPLATE.
NO 15/9-19 S,DISPLACED RISER BACK TO 1.6 S.G. MUD.
NO 15/9-19 S,RETRIEVED DRILLSTRING FROM WELLHEAD.
NO 15/9-19 S,"POOH WITH HANG OFF ASSEMBLY, REDRESSED SAME."
NO 15/9-19 S,REPAIRED UPPER RACKING ARM.
NO 15/9-19 S,RIH FROM 1343M TO 3141M. WORKED TIGHT SPOT AT 2980M. REAMED LAST STAND TO TD.
NO 15/9-19 S,UNABLE TO OBTAIN READABLE SIGNALS FROM MWD. 45 MIN LOST TIME.
NO 15/9-19 S,"DRILLED 12 1/4"" HOLE FROM 3141M TO 3157M."
NO 15/9-19 S,"TROUBLESHOOTING SYSTEM TO GET READABLE DATA FROM MWD. UNABLE TO DETECT SOURCE OF PROBLEM. OBTAINED SURVEY BY USING MUDPUMP NO.3 AT 115 STKS. SUCTION MODULE ON MUD PUMP NO.1 DEVELOPED A LEAK, HAD TO BE CHANGED OUT."
NO 15/9-19 S,"DRILLED 12 1/4"" HOLE FROM 3157M TO 3166M."
NO 15/9-19 S,TOOK SURVEY AT 3143M. HAD PROBLEMS WITH MWD SIGNAL.
NO 15/9-19 S,PUMP NO.3 LOST SUCTION DUE TO LEAK IN SUPERCHARGE FILTERBOX.
NO 15/9-19 S,"STEARED 12 1/4"" HOLE FROM 3166M TO 3168M. WITH GOOD SIGNALS FROM MWD. USING MUD PUMP NO.2 AT 125 STKS."
NO 15/9-19 S,"DRILLED/ORIENTATED 12 1/4"" HOLE FROM 3168M TO 3174M. GOOD MWD READINGS. USED MUD PUMP NO.2 AT 2020LPM."
NO 15/9-19 S,TOOK SCR. LINED UP MUD PUMPS NO.2 AND 3.
NO 15/9-19 S,"DRILLED 12 1/4"" HOLE FROM 3174M TO 3188M. DRILLING PARAMETERS: 160 RPM, 2330LPM, 265BAR."
NO 15/9-19 S,"ATTEMPTED TO TAKE SURVEY, NEGATIVE. LOST 40 MINUTES."
NO 15/9-19 S,"DRILLED 12 1/4"" HOLE FROM 3188M TO 3195M."
NO 15/9-19 S,"TOOK SURVEY AT 3195M. ORIENTATED FROM 3195M TO 3198M. USED MUD PUMP NO.2 AT 2020LPM. CHANGED TO MUD PUMP NO.3 AT 3196M DUE TO WASHOUT IN VALVE ON PUMP NO.2. HAD CONTINOUSLY PROBLEMS WITH LOCKING ON TO MWD SIGNAL AND WITH MUD MOTOR STALLING OUT. LOST 1,5 HRS. FINALLY MANAGED TO ORIENTATE USING BOTH MUD PUMPS NO.2 AND 3."
NO 15/9-19 S,"DRILLED 12 1/4"" HOLE FROM 3198M TO 3202M. DRILLING PARAMETERS: 2390LPM, 270BAR. NO GAMMA RAY OR DIRECTIONAL DATA OBTAINED."
NO 15/9-19 S,"ORIENTATED 12 1/4"" HOLE FROM 3202M TO 3204M. HAD PROBLEMS WITH DIRECTIONAL DATA AND WITH MUDMOTOR STALLING OUT. LOST 1,5 HRS ON ACTUAL SURVEY PROBLEMS."
NO 15/9-19 S,"POOH TO 2898M. TIGHT SPOTS AT 3046M AND 3010M. STARTED CIRCULATING BUTTOMS UP WITH 2556LPM, 270BAR, 165RPM."
NO 15/9-19 S,"CIRCULATED HOLE CLEAN. MAX AMOUNT OF CUTTINGS OVER SHAKERS WAS 8,7 KG/15 SEC. CIRCULATION RATE 2500 LTRS ON DP AND 750 LTRS ON RISER. 160 RPM ON STRING. RACKED TWO STANDS BACK WHILE REAMING."
NO 15/9-19 S,ANADRILL REPLACED TRANSDUCER ON TOP OF STANDPIPE. PUMPED THROUGH CEMENT HOSE ON PUMP-IN SUB WHILE RECIPROCATING STRING. PUMP SPEED 1600 LPM.
NO 15/9-19 S,STARTED PULLING UP TO 2500M FROM 2842M TO PERFORM TESTS ON ANADRILL MWD EQUIPMENT.
NO 15/9-19 S,FINISHED PULLING UP TO 2500M FROM 2621M TO PERFORM TESTS ON ANADRILL MWD EQUIPMENT.
NO 15/9-19 S,"TESTED MWD EQUIPMENT WITH VARYING PUMPING SPEEDS. EQUIPMENT FUNCTIONING PROPERLY, ABLE TO GET BOTH SURVEYS AND TOOLPHASE."
NO 15/9-19 S,RIH FROM 2500M TO 3204M. WORKED TIGHT AREA FROM 2974M TO 2985M.
NO 15/9-19 S,"ATTEMPTED TO ORIENT 12 1/4"" HOLE, BUT HAVING PROBLEMS KEEPING TOOLPHASE.   MWD LOGGING UNIT IS RECIEVING TO MUCH NOISE. TOOLPHASE IS OBTAINED WHEN TOOL IS STATIONARY. WHEN MOVING DP, TOOLPHASE FLUCTUATES AND WHEN BIT IS ON BOTTOM TOOLPHASE IS LOST. INCREASE IN PRESSURE ON BOTTOM IS 5 BAR."
NO 15/9-19 S,"ORIENTATED 12 1/4"" HOLE FROM 3204M TO 3214M. HAVING SYNCHRONIZING PROBLEMS WITH MWD."
NO 15/9-19 S,"ORIENTATED 12 1/4"" HOLE FROM 3214M TO 3215M. HAVING SYNCHRONIZING PROBLEMS WITH MWD AND BIT STALLING OUT."
NO 15/9-19 S,"POOH TO 2495M. WORKED TIGHT SPOTS AT 3030M, 2990M AND 2965M."
NO 15/9-19 S,"CIRCULATED HOLE CLEAN. MAX AMOUNT OVER SHAKER DURING CIRCULATION 6,8 KG/15 SEC. CIRCULATION RATE 2675 LPM ON DRILLSTRING, 750 LPM ON RISER. 180 RPM."
NO 15/9-19 S,POOH.
NO 15/9-19 S,LAID DOWN ANADRILL MWD EQUIPMENT.
NO 15/9-19 S,PICKED UP NEW BIT AND TELECO MWD-TOOL. RIH TO 2963M. NO TIME LOST RIGGING UP TELECO EQUIPMENT.
NO 15/9-19 S,FINISHED RIH TO 3215M. REAMED LAST STAND.
NO 15/9-19 S,"DRILLED AND ORIENTATED 12 1/4"" HOLE FROM 3215M TO 3303M. REAMED TWICE AFTER EACH STAND DRILLED. ORIENTATED WITH 2150LPM / 240-250BAR. DRILLED WITH 2270LPM / 270BAR / 160 RPM, PROBLEMS WITH STALLING FROM 3235M TO 3237M. DRILLED HARD STRINGERS AND HAD PROBLEMS BUILDING ANGLE FROM 3290M TO 3296M."
NO 15/9-19 S,"REAMED AND CIRCULATED WITH 2300 LPM/170 RPM WITH NO APPERENT INCREASE IN TORQUE READINGS. MAX AMOUNT CUTTINGS OVER SHAKERS: 11,5 KG/15 SEC."
NO 15/9-19 S,"ORIENTATED 12 1/4"" HOLE FROM 3303M TO 3311M. 2200 LPM / 240-250BAR. DRILLED THROUGH HARD STRINGERS AT 3308M AND 3310M."
NO 15/9-19 S,HAD TO DRILL THROUGH A HARD SECTION FROM 3311M TO 3315M. USING 2200LTRS / 165 RPM / MAX 15TONN.
NO 15/9-19 S,"ORIENTATED 12 1/4"" HOLE FROM 3315M TO 3321M. HAD STALLING PROBLEMS FROM 3316M TO 3319M."
NO 15/9-19 S,"CIRCULATED TO CLEAN HOLE, PUMPING 2307 LPM WITH 260 BAR."
NO 15/9-19 S,DRILLED AND ORIENTATED FROM 3321 TO 3331 M. HAD STALLING PROBLEMS IN STEERING MODE.
NO 15/9-19 S,"WORKED PIPE AND CIRCULATED HOLE CLEAN, PUMPING 2326 LPM WITH 260BAR AND 172 RPM. MAX CUTTINGS OVER SHAKERS 15,4 KG/15 SEC."
NO 15/9-19 S,DRILLED AND ORIENTATED FROM 3331 TO 3389 M. HAD STALLING PROBLEMS IN STEERING MODE.
NO 15/9-19 S,CONTINUED DRILLING AND ORIENTATING FROM 3389 TO 3436 M. HAD STALLING PROBLEMS WHEN STEERING.
NO 15/9-19 S,"CONT DRILLING 12 1/4"" HOLE FROM 3436 TO 3475 M. ATTEMPTED TO ORIENTATE AT 3460 M."
NO 15/9-19 S,"WORKED PIPE AND CIRCULATED HOLE CLEAN, PUMPING 2390 LPM WITH 172 RPM AND 273 BAR. MAX CUTTINGS OVER SHAKERS IN END OF DRILLING 18 KG/15 SEC MAX CUTTINGS DURING CIRC 9,7 KG/15 SEC."
NO 15/9-19 S,"DRILLED FROM 3475 TO 3562 M. ATTEMPTED TO ORIENTATE AT 3461 M. ORIENTATED FROM 3509 TO 3513,5 M. HAD DRILLING BREAKE AT 3489 M - FLOWHECKED."
NO 15/9-19 S,"CIRCULATED HOLE CLEAN, PUMPING 2270 LPM WITH 172 RPM AND 260 BAR."
NO 15/9-19 S,"CONTINUED HOLE CLEANING, PUMPING 2270 LPM WITH 172 RPM AND 260 BAR. MAX CUTTINGS OVER SHAKERS 17,2 KG/15 SEC. STARTED TREATED MUD AT 0500 HRS."
NO 15/9-19 S,"CONTINUED CIRCULATING FOR HOLE CLEANING AND TREATED MUD. PUMPED 2206 LPM WITH 164 RPM AND 244 BAR. MAX CUTTINGS OVER SHAKERS 2,2 KG/15 SEC."
NO 15/9-19 S,"DRILLED 12 1/4"" HOLE FROM 3562 TO 3580 M. DRILLING BREAK AT 3570 M."
NO 15/9-19 S,"CIRCULATED BOTTOMS UP FOR FORMATION SAMPLE. PUMPED 2200 LPM, 20 AND 160 RPM."
NO 15/9-19 S,"POOH TO 2100 M TO RUN 9 5/8"" CSG. REAMED THROUGH TIGHT SPOT AT 3025 M."
NO 15/9-19 S,SECURED EXLOG HOSE TO KELLY HOSE.
NO 15/9-19 S,"CONT POOH TO 6 STDS ABOVE 13 3/8"" CSG SHOE. FLOWCHECKED 20 MIN WHILE M/U HANG-OFF TOOL."
NO 15/9-19 S,RIH WITH HANG-OFF TOOL. RELEASED TOOL. BIT DEPTH 1390 M.
NO 15/9-19 S,POOH WITH LANDING STRING.
NO 15/9-19 S,DISPLACED RISER TO SEAWATER.
NO 15/9-19 S,WAITING ON WEATHER.
NO 15/9-19 S,"CONT WAITING ON WEATHER, FOR DETAILS SEE GERERAL REMARKS."
NO 15/9-19 S,"WAITED ON WEATHER FOR WEATHER DETAILS, SEE GENERAL REMARKS."
NO 15/9-19 S,CONT WAITING ON WEATHER.
NO 15/9-19 S,CONTINUED WAITING ON WEATHER.
NO 15/9-19 S,"P/U 9 5/8"" CSG HANGER AND PLUGS, M/U TO RUNNING TOOL. RACKED HANGER ASSY BACK IN DERRICK."
NO 15/9-19 S,"RIH WITH HANG-OFF RETRIEVING TOOL TO 101 M. DISPLACED RISER TO 1,60 SG MUD. ENGAGED DRILL STRING AND POOH WITH RETRIEVING TOOL."
NO 15/9-19 S,RIH TO 1490 M.
NO 15/9-19 S,CIRCULATED AND CONDITIONED MUD
NO 15/9-19 S,CONT RIH FROM 1490 TO 3580 M. BROKE CIRC EVERY 500 M. REAMED TIGHT SPOT AT 3009 M.
NO 15/9-19 S,CIRCULATED AND TREATED MUD.
NO 15/9-19 S,"CONT CIRCULATION AND TREATED MUD, REDUSED MW FROM 1,62 TO 1,60 SG. PUMPED 2200 LPM WITH 264 BAR AND 135 RPM."
NO 15/9-19 S,"FLOWCHECKED 10 MIN, POOH TO RUN 9 5/8"" CASING, AT 3480 M."
NO 15/9-19 S,"CONT POOH WITH 12 1/4"" BIT FROM 3480 M. BACKREAMED FROM 3030 TO 2990 M FLOWCHECKED AT 2350 AND 1475 M. L/D BIT AND BHA, DUMPED MEMORY ON MWD TOOL."
NO 15/9-19 S,"RIH WITH JET SUB AND WASHED BOP/WH, M/U SPRING LOADED TOOL AND CONT RIH AND RETRIEVED WEAR BUSHING. PERFORMED ""VETCO"" MEASUREMENTS."
NO 15/9-19 S,REPAIRED UPPER RACKING ARM
NO 15/9-19 S,"POOH, L/D WB. WASHED WH SEAL AREA AND BOP AND CONT POOH."
NO 15/9-19 S,"R/U TO RUN 9 5/8"" CASING, INST TAM TOOL. HELD PRE-JOB MEETING WITH CREW"
NO 15/9-19 S,"RAN SHOE JNT, 1 CSG JNT AND FLOAT JNT, CHECKED FLOAT. THREAD LOCKED SHOE JNT AND FLOAT JNT TO INTERMEDITATE JNT. RAN 9 5/8"" CSG TO 76 M. FILLED EVERY JNT WITH 1,60 SG MUD."
